id_1,id_2,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
0,199,0,0,2,1,1,0,1,1,1,1,1,1,0,0
0,200,0,1,1,1,0,1,1,1,1,1,1,1,0,0
0,201,0,0,2,1,0,1,1,1,1,1,1,1,0,0
0,202,0,0,2,1,0,1,1,1,1,1,1,1,0,0
0,139,0,0,2,1,0,1,1,1,0,1,1,1,1,0
0,223,0,0,2,1,0,1,1,1,0,1,1,1,0,0
1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1,396,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1,398,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,81,0,0,2,1,0,1,1,1,1,0,0,0,0,0
1,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,99,0,0,1,0,1,1,1,0,1,0,1,0,0,0
2,81,0,0,2,1,0,1,1,1,1,0,0,0,0,0
2,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,414,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,256,0,0,2,0,0,0,0,0,1,0,0,1,0,0
3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,146,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,255,0,0,2,0,1,0,0,0,0,0,0,1,0,0
4,256,0,0,2,0,0,0,0,0,1,0,0,1,0,0
4,258,0,0,2,0,0,0,0,0,1,1,0,1,0,0
4,259,0,1,2,1,0,0,0,0,1,1,0,1,0,0
4,368,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,255,0,0,2,0,1,0,0,0,0,0,0,1,0,0
5,371,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,95,0,0,2,0,0,0,0,0,0,0,1,0,0,0
6,365,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6,369,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6,371,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6,157,0,0,2,1,1,1,1,1,1,1,1,1,1,0
6,95,0,0,2,0,0,0,0,0,0,0,1,0,0,0
7,96,0,0,2,0,0,0,1,1,1,0,1,0,0,0
7,366,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7,367,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7,370,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7,57,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7,95,0,0,2,0,0,0,0,0,0,0,1,0,0,0
8,96,0,0,2,0,0,0,1,1,1,0,1,0,0,0
8,366,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8,336,0,0,1,0,1,0,0,1,0,0,0,0,0,0
8,403,0,0,2,0,1,1,1,1,1,1,0,0,0,1
8,405,0,0,2,1,0,1,1,1,1,1,1,1,1,1
8,159,0,0,2,1,0,1,1,1,1,1,1,1,1,0
9,81,0,0,2,2,0,1,1,1,1,0,0,0,0,0
9,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0
10,106,0,0,1,2,0,0,1,1,1,0,1,0,0,0
10,396,0,0,1,1,0,0,0,1,0,0,0,0,1,1
10,268,0,0,1,1,1,0,1,1,1,0,0,1,0,0
10,17,0,0,1,1,1,0,0,0,0,0,0,0,0,0
10,81,0,0,2,2,0,1,1,1,1,0,0,0,0,0
10,375,0,0,2,1,0,0,0,0,0,0,0,0,0,0
10,319,0,0,1,1,0,0,1,1,1,0,0,0,0,0
11,193,0,0,0,2,0,1,1,1,1,1,1,1,0,0
11,195,0,0,0,2,0,1,1,1,1,1,1,1,0,0
11,228,0,0,1,2,0,1,1,1,0,0,1,1,0,0
11,229,0,0,0,2,0,1,1,1,0,1,0,1,0,0
11,341,0,0,1,2,0,0,1,1,0,0,0,0,0,0
11,190,0,0,1,2,0,1,1,1,0,0,0,1,0,0
11,191,0,0,0,2,0,1,1,1,1,0,1,1,0,0
12,64,0,0,1,1,0,0,0,0,1,0,0,0,0,0
12,298,0,0,1,2,0,0,0,0,0,1,0,0,0,0
12,13,0,0,2,2,0,0,0,0,0,0,0,0,0,0
12,241,0,0,2,2,0,0,0,0,0,0,0,1,0,0
12,20,0,0,2,2,1,0,0,0,0,0,0,0,0,0
13,303,0,0,2,1,0,0,0,0,0,1,0,0,0,0
13,241,0,0,2,2,0,0,0,0,0,0,0,1,0,0
13,20,0,0,2,2,1,0,0,0,0,0,0,0,0,0
13,348,0,0,2,2,0,0,0,0,0,0,0,0,0,0
13,351,0,0,2,2,0,0,0,0,0,0,0,0,0,0
14,35,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14,202,0,0,1,1,1,1,1,1,1,1,1,1,0,0
14,138,0,0,1,1,1,0,1,1,0,1,1,1,1,0
14,240,0,0,1,0,2,1,1,1,0,1,0,1,0,0
14,276,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14,183,0,0,0,1,2,1,1,0,0,1,0,1,0,0
14,189,0,0,0,1,1,0,1,0,0,0,0,1,0,0
15,66,0,0,0,0,1,0,0,0,1,0,0,0,0,0
15,74,0,0,0,0,1,0,0,1,1,0,0,0,0,0
15,365,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15,146,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15,373,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15,255,0,0,1,0,2,0,0,0,0,0,0,1,0,0
16,37,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16,230,0,0,0,0,1,1,0,1,0,0,0,1,0,0
16,231,0,0,0,0,1,0,0,0,1,0,0,1,0,0
16,39,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16,210,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16,179,0,0,0,0,1,0,0,1,1,0,0,1,0,0
16,182,0,0,0,0,2,1,1,0,0,1,0,1,0,0
16,216,0,0,0,0,2,0,0,0,0,0,0,1,0,0
17,332,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17,309,0,0,1,0,1,0,1,1,0,1,0,0,0,0
17,375,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17,121,0,0,1,1,2,0,1,1,1,1,1,0,0,0
17,319,0,0,0,0,1,0,1,1,1,0,0,0,0,0
18,320,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18,261,0,0,0,1,2,0,0,1,0,0,0,1,0,0
18,297,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18,149,0,0,0,0,1,0,1,0,0,0,0,0,1,0
18,150,0,0,1,0,2,0,0,1,1,1,0,1,1,0
18,248,0,0,0,0,1,1,0,0,0,0,0,1,0,0
18,380,0,0,0,1,1,1,0,1,0,0,0,0,0,1
19,99,0,0,0,0,2,1,1,0,1,0,1,0,0,0
19,355,0,0,0,1,1,0,0,0,0,0,0,0,0,0
19,36,0,0,1,1,2,0,1,0,0,0,0,0,0,0
19,80,0,0,1,1,2,1,1,1,1,0,0,0,0,0
19,29,0,0,1,1,2,1,0,0,0,0,0,0,0,0
19,414,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20,257,0,0,1,1,1,0,0,0,1,0,0,1,0,0
20,298,0,0,1,2,1,0,0,0,0,1,0,0,0,0
20,303,0,0,2,1,1,0,0,0,0,1,0,0,0,0
20,152,0,1,2,2,1,0,0,0,0,1,0,0,1,0
20,345,0,1,2,2,1,1,1,0,0,0,0,0,0,0
21,354,0,0,0,2,0,1,0,0,0,0,0,0,0,0
21,355,0,0,0,2,0,1,0,0,0,0,0,0,0,0
21,78,0,0,1,2,1,1,0,1,1,0,0,0,0,0
21,79,0,0,1,1,1,1,1,1,1,0,0,0,0,0
21,306,0,0,0,2,0,2,1,1,1,1,0,0,0,0
21,346,0,0,0,1,0,1,1,0,0,0,0,0,0,0
21,29,0,0,1,2,1,2,0,0,0,0,0,0,0,0
22,161,0,0,0,1,1,2,0,1,1,0,0,0,1,0
22,261,0,0,0,2,1,1,0,1,0,0,0,1,0,0
22,304,0,0,0,1,0,1,0,0,0,1,0,0,0,0
22,404,0,0,1,1,1,2,0,1,1,1,0,1,1,1
22,407,0,0,1,2,0,1,1,1,1,1,0,1,1,1
22,156,0,0,0,2,1,1,1,0,0,0,0,1,1,0
23,32,0,0,1,1,2,1,0,0,0,0,0,0,0,0
23,72,0,0,0,0,1,1,0,0,1,0,0,0,0,0
23,300,0,0,0,0,1,1,0,0,1,1,0,0,0,0
23,301,0,0,0,0,1,1,0,1,1,1,0,0,0,0
23,410,0,1,1,1,2,1,1,0,0,0,0,0,0,1
23,347,0,1,0,1,2,1,0,0,0,0,0,0,0,0
24,398,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24,336,0,0,0,0,1,1,0,1,0,0,0,0,0,0
24,337,0,0,0,0,1,1,0,1,0,0,0,0,0,0
24,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24,414,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24,415,0,1,0,0,0,1,0,0,0,0,0,0,0,0
25,96,0,0,1,0,0,1,1,1,1,0,1,0,0,0
25,336,0,0,0,0,1,1,0,1,0,0,0,0,0,0
25,49,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,370,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25,415,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26,100,0,0,1,2,1,2,1,0,0,1,1,0,0,0
26,78,0,0,2,2,2,1,0,1,1,0,0,0,0,0
26,80,0,0,2,2,2,2,1,1,1,0,0,0,0,0
26,54,0,0,1,1,1,1,0,1,0,0,0,0,0,0
26,29,0,0,2,2,2,2,0,0,0,0,0,0,0,0
27,37,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27,136,0,0,0,0,1,2,1,1,1,1,1,1,1,0
27,209,0,0,0,0,0,1,0,1,0,0,0,1,0,0
27,210,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27,211,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28,162,0,0,0,0,2,2,0,1,0,0,0,1,1,0
28,397,0,0,0,0,1,1,0,1,0,0,0,0,0,1
28,399,0,0,0,0,2,1,1,1,1,0,0,0,0,1
28,400,0,0,1,0,2,2,1,1,1,0,0,0,1,1
28,401,0,0,0,0,2,2,0,1,1,1,0,1,0,1
28,402,0,0,1,0,2,1,1,0,1,0,0,0,1,1
29,36,0,0,2,2,2,1,1,0,0,0,0,0,0,0
29,78,0,0,2,2,2,1,0,1,1,0,0,0,0,0
29,79,0,0,2,1,2,1,1,1,1,0,0,0,0,0
29,80,0,0,2,2,2,2,1,1,1,0,0,0,0,0
30,330,0,0,0,0,0,1,1,1,0,0,0,0,0,0
30,211,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30,212,0,0,0,0,1,1,1,1,1,1,0,1,0,0
30,213,0,0,0,0,0,2,1,1,1,1,0,1,0,0
30,280,0,0,0,0,0,2,1,1,0,1,0,0,0,0
30,126,0,0,0,0,0,1,0,0,1,0,0,1,0,0
31,355,0,0,0,1,0,1,0,0,0,0,0,0,0,0
31,75,0,0,0,0,0,1,0,0,1,0,0,0,0,0
31,47,0,0,0,0,0,2,1,0,0,0,0,0,0,0
31,49,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31,52,0,1,0,1,0,1,1,1,0,0,0,0,0,0
31,53,0,1,0,1,0,1,1,1,0,0,0,0,0,0
31,346,0,0,0,0,0,1,1,0,0,0,0,0,0,0
31,415,0,1,0,0,0,1,0,0,0,0,0,0,0,0
32,72,0,0,1,1,1,0,0,0,1,0,0,0,0,0
32,73,0,0,1,1,1,0,0,0,1,0,0,0,0,0
32,373,0,0,2,1,1,0,0,0,0,0,0,0,0,0
32,410,0,1,2,2,2,0,1,0,0,0,0,0,0,1
32,411,0,1,2,2,2,0,0,0,0,0,0,0,0,1
33,260,0,1,2,2,0,0,1,0,0,0,0,1,0,0
33,363,0,0,2,2,0,0,1,0,0,0,0,0,0,0
33,335,0,0,2,2,0,0,2,1,0,0,0,0,0,0
33,406,0,0,2,2,0,0,2,1,1,1,0,1,1,1
33,407,0,0,2,2,0,0,2,1,1,1,0,1,1,1
33,408,0,0,2,2,0,0,2,0,0,0,0,1,1,1
33,155,0,1,1,2,1,0,2,0,0,1,0,1,1,0
34,165,0,0,0,0,0,0,2,0,0,0,0,0,1,0
34,326,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,327,0,0,0,0,0,0,2,1,1,0,0,0,0,0
34,270,0,0,0,0,0,0,2,0,1,1,1,0,0,0
34,313,0,0,0,0,0,0,2,1,1,1,0,0,0,0
34,58,0,0,0,0,0,0,1,1,0,0,0,0,0,0
34,123,0,0,0,0,0,0,1,0,0,1,1,0,0,0
35,137,0,0,1,1,0,0,2,1,0,1,1,1,1,0
35,138,0,0,1,1,0,0,2,1,0,1,1,1,1,0
35,177,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35,83,0,0,0,0,0,1,1,0,0,1,0,0,0,0
35,183,0,0,0,1,1,1,2,0,0,1,0,1,0,0
35,63,0,0,1,1,0,0,2,1,1,0,0,0,0,0
36,355,0,0,1,2,1,0,1,0,0,0,0,0,0,0
36,79,0,0,2,1,2,0,2,1,1,0,0,0,0,0
37,130,0,0,0,1,0,1,1,0,1,1,1,1,1,0
37,178,0,0,0,0,0,0,2,0,1,0,0,1,0,0
37,210,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37,211,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37,274,0,0,0,0,0,0,2,1,0,1,0,0,0,0
37,86,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37,179,0,0,0,0,0,0,1,1,1,0,0,1,0,0
37,126,0,0,0,0,0,0,1,0,1,0,0,1,0,0
38,330,0,0,0,0,0,0,2,1,0,0,0,0,0,0
38,333,0,0,0,0,0,0,2,1,0,0,0,0,0,0
38,334,0,0,0,0,0,0,2,1,0,0,0,0,0,0
38,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0
38,61,0,0,0,0,0,1,2,1,0,0,0,0,0,0
39,230,0,0,0,0,0,1,1,1,0,0,0,1,0,0
39,84,0,0,0,0,0,1,2,0,0,1,0,0,0,0
39,85,0,0,0,0,1,1,2,0,0,1,0,0,0,0
39,244,0,0,0,0,1,1,2,1,0,1,0,1,0,0
39,216,0,0,0,0,1,0,1,0,0,0,0,1,0,0
40,296,0,0,0,0,1,1,2,1,1,1,0,0,0,0
40,140,0,0,0,1,1,1,2,1,1,1,1,0,1,0
40,238,0,0,0,0,0,1,1,0,0,1,0,1,0,0
40,239,0,0,1,0,1,1,2,1,1,1,0,1,0,0
40,275,0,0,0,1,1,1,2,0,0,1,0,0,0,0
40,244,0,0,0,0,1,1,2,1,0,1,0,1,0,0
40,85,0,0,0,0,1,1,2,0,0,1,0,0,0,0
40,187,0,0,0,1,1,1,2,0,1,1,0,1,0,0
41,296,0,0,0,0,1,1,2,1,1,1,0,0,0,0
41,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0
41,140,0,0,0,1,1,1,2,1,1,1,1,0,1,0
41,252,0,0,0,0,1,0,2,1,1,1,0,1,0,0
41,94,0,0,0,0,0,0,2,0,0,0,1,0,0,0
42,140,0,0,0,1,1,1,2,1,1,1,1,0,1,0
42,247,0,0,0,0,1,1,1,0,0,0,0,1,0,0
42,249,0,0,0,0,1,0,2,0,0,0,0,1,0,0
42,251,0,0,0,1,1,1,2,1,1,1,0,1,0,0
42,252,0,0,0,0,1,0,2,1,1,1,0,1,0,0
43,64,0,1,0,1,0,0,1,0,1,0,0,0,0,0
43,65,0,2,0,1,0,0,1,0,1,0,0,0,0,0
43,298,0,1,0,2,0,0,1,0,0,1,0,0,0,0
43,141,0,2,1,2,0,1,2,0,0,1,0,1,1,0
43,142,0,2,1,2,0,1,2,1,1,1,0,1,1,0
43,145,0,2,1,2,0,1,2,1,1,1,0,1,1,0
43,345,0,2,1,2,0,1,2,0,0,0,0,0,0,0
44,358,0,1,1,2,1,0,1,0,0,0,0,0,0,0
44,294,0,2,1,2,2,0,2,0,0,1,0,0,0,0
44,360,0,2,1,2,1,0,1,0,0,0,0,0,0,0
44,295,0,1,1,2,1,0,1,0,0,1,0,0,0,0
44,361,0,1,1,2,1,0,1,0,0,0,0,0,0,0
44,342,0,1,1,2,1,0,1,1,0,0,0,0,0,0
45,320,0,0,0,0,0,1,1,0,1,0,0,0,0,0
45,106,0,0,0,1,0,1,2,1,1,0,1,0,0,0
45,316,0,0,0,0,0,1,1,0,1,0,0,0,0,0
45,55,0,0,0,0,0,1,1,1,0,0,0,0,0,0
45,412,1,0,0,0,0,1,1,0,0,0,0,0,0,0
46,323,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,339,0,0,0,0,0,0,1,1,0,0,0,0,0,0
46,121,0,0,1,1,1,0,2,1,1,1,1,0,0,0
46,314,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46,124,0,0,0,0,0,0,2,1,1,0,1,0,0,0
47,72,0,0,0,0,0,1,1,0,1,0,0,0,0,0
47,75,0,0,0,0,0,1,1,0,1,0,0,0,0,0
47,301,0,0,0,0,0,1,1,1,1,1,0,0,0,0
47,49,0,0,0,0,0,1,1,1,0,0,0,0,0,0
47,57,0,0,0,0,0,1,1,1,0,0,0,0,0,0
47,60,0,0,0,0,0,1,1,1,0,0,0,0,0,0
48,80,0,0,1,1,1,1,1,2,1,0,0,0,0,0
48,113,0,0,0,0,0,0,0,1,1,0,1,0,0,0
48,114,0,0,0,0,0,0,0,1,1,0,1,0,0,0
48,307,0,0,1,1,0,1,1,2,1,1,0,0,0,0
48,308,0,0,0,0,1,0,1,1,0,1,0,0,0,0
48,54,0,0,0,0,0,0,0,2,0,0,0,0,0,0
49,370,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49,57,0,0,0,0,0,0,0,2,0,0,0,0,0,0
49,415,0,1,0,0,0,0,0,1,0,0,0,0,0,0
50,320,0,0,0,0,0,0,0,1,1,0,0,0,0,0
50,164,0,0,0,0,1,0,1,2,0,0,0,0,1,0
50,329,0,0,0,0,0,0,0,2,0,0,0,0,0,0
50,297,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50,333,0,0,0,0,0,0,1,2,0,0,0,0,0,0
50,334,0,0,0,0,0,0,1,2,0,0,0,0,0,0
50,51,0,0,0,0,0,0,1,2,0,0,0,0,0,0
50,218,0,0,0,0,0,0,0,1,0,0,0,1,0,0
50,62,0,0,0,0,0,0,0,2,0,0,0,0,0,0
51,333,0,0,0,0,0,0,2,2,0,0,0,0,0,0
51,213,0,0,0,0,0,1,2,2,1,1,0,1,0,0
51,279,0,0,0,0,0,1,2,2,0,1,0,0,0,0
51,218,0,0,0,0,0,0,1,1,0,0,0,1,0,0
52,355,0,1,0,2,0,0,1,1,0,0,0,0,0,0
52,53,0,2,0,2,0,0,2,2,0,0,0,0,0,0
52,414,0,2,0,1,0,0,1,1,0,0,0,0,0,0
52,415,0,2,0,1,0,0,1,1,0,0,0,0,0,0
53,415,0,2,0,1,0,0,1,1,0,0,0,0,0,0
54,100,0,0,0,1,0,1,1,1,0,1,1,0,0,0
54,80,0,0,1,1,1,1,1,2,1,0,0,0,0,0
54,114,0,0,0,0,0,0,0,1,1,0,1,0,0,0
54,318,0,0,0,1,0,1,1,2,1,0,0,0,0,0
55,320,0,0,0,0,0,0,0,1,1,0,0,0,0,0
55,164,0,0,0,0,1,0,1,2,0,0,0,0,1,0
55,106,0,0,0,1,0,0,1,2,1,0,1,0,0,0
55,332,0,0,0,0,0,0,0,2,0,0,0,0,0,0
55,338,0,0,0,0,1,0,1,2,0,0,0,0,0,0
55,319,0,0,0,0,0,0,1,2,1,0,0,0,0,0
56,314,0,0,0,0,0,0,0,1,0,1,0,0,0,0
56,124,0,0,0,0,0,0,1,2,1,0,1,0,0,0
56,271,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57,72,0,0,0,0,0,0,0,1,1,0,0,0,0,0
57,367,0,0,1,0,0,0,0,1,0,0,0,0,0,0
57,370,0,0,1,0,0,0,0,1,0,0,0,0,0,0
58,322,0,0,0,0,0,0,0,1,1,0,0,0,0,0
58,165,0,0,0,0,0,0,1,1,0,0,0,0,1,0
58,109,0,0,0,0,0,0,1,2,0,1,1,0,0,0
58,273,0,0,0,0,0,0,0,1,0,1,1,0,0,0
58,120,0,0,0,0,0,0,0,1,0,1,1,0,0,0
58,123,0,0,0,0,0,0,0,1,0,1,1,0,0,0
59,386,0,0,0,1,0,1,1,2,1,1,0,0,0,1
59,132,0,0,1,1,1,1,2,2,0,1,1,1,1,0
59,388,0,0,1,1,1,1,2,2,0,1,1,1,1,1
59,274,0,0,0,1,0,0,2,2,0,1,0,0,0,0
59,82,0,0,0,1,0,0,1,1,0,1,0,0,0,0
59,63,0,0,1,2,0,0,2,2,1,0,0,0,0,0
60,97,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,98,0,0,0,0,0,0,0,2,1,1,1,0,0,0
60,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0
60,301,0,0,0,0,0,0,0,2,1,1,0,0,0,0
60,346,0,0,0,0,0,0,1,1,0,0,0,0,0,0
61,330,0,0,0,0,0,1,2,2,0,0,0,0,0,0
61,333,0,0,0,0,0,1,2,2,0,0,0,0,0,0
61,213,0,0,0,0,0,2,2,2,1,1,0,1,0,0
62,328,0,0,0,0,0,0,0,2,0,0,0,0,0,0
62,329,0,0,0,0,0,0,0,2,0,0,0,0,0,0
62,330,0,0,0,0,0,0,1,2,0,0,0,0,0,0
62,126,0,0,0,0,0,0,0,1,1,0,0,1,0,0
63,386,0,0,1,1,0,1,1,2,2,1,0,0,0,1
63,137,0,0,2,2,0,0,2,2,1,1,1,1,1,0
63,274,0,0,1,1,0,0,2,2,1,1,0,0,0,0
63,83,0,0,1,1,0,1,1,1,1,1,0,0,0,0
63,184,0,0,1,1,1,1,2,1,1,1,0,1,0,0
64,65,0,1,0,0,0,0,0,0,2,0,0,0,0,0
64,298,0,0,0,1,0,0,0,0,1,1,0,0,0,0
64,241,0,0,1,1,0,0,0,0,1,0,0,1,0,0
64,243,0,0,1,1,0,0,0,0,2,1,0,1,0,0
65,142,0,2,1,1,0,1,1,1,2,1,0,1,1,0
65,242,0,2,1,1,0,0,0,0,2,0,0,1,0,0
65,243,0,1,1,1,0,0,0,0,2,1,0,1,0,0
66,146,0,0,0,0,0,0,0,0,1,0,0,0,1,0
66,67,0,0,1,0,0,0,0,0,2,0,0,0,0,0
66,373,0,0,1,0,0,0,0,0,1,0,0,0,0,0
67,69,0,0,2,1,0,0,0,1,2,0,0,0,0,0
67,146,0,0,1,0,0,0,0,0,1,0,0,0,1,0
67,373,0,0,2,0,0,0,0,0,1,0,0,0,0,0
67,91,0,1,2,1,1,0,0,1,2,0,1,0,0,0
67,92,0,0,2,1,0,0,0,1,1,1,1,0,0,0
68,352,0,1,2,2,0,1,1,1,1,0,0,0,0,0
68,294,0,1,2,2,1,1,2,1,1,1,0,0,0,0
68,70,0,0,1,2,1,1,1,1,2,0,0,0,0,0
68,359,0,0,2,2,0,1,1,1,1,0,0,0,0,0
68,360,0,1,2,2,0,1,1,1,1,0,0,0,0,0
68,410,0,1,2,2,1,1,2,1,1,0,0,0,0,1
68,374,0,0,2,1,0,1,1,1,1,0,0,0,0,0
68,90,0,1,2,2,1,1,1,2,2,0,1,0,0,0
68,411,0,1,2,2,1,1,1,1,1,0,0,0,0,1
69,91,0,1,2,2,1,0,0,2,2,0,1,0,0,0
69,92,0,0,2,2,0,0,0,2,1,1,1,0,0,0
70,359,0,0,1,2,1,0,0,0,1,0,0,0,0,0
70,302,0,1,1,2,2,0,1,0,2,1,0,0,0,0
70,376,0,0,1,1,1,0,0,0,1,0,0,0,0,0
70,377,0,0,1,1,1,0,0,0,1,0,0,0,0,0
70,410,0,1,1,2,2,0,1,0,1,0,0,0,0,1
71,147,0,0,1,1,2,1,0,1,1,1,1,1,1,0
71,372,0,0,1,0,1,0,0,1,1,0,0,0,0,0
71,248,0,0,0,0,1,1,0,1,1,0,0,1,0,0
71,250,0,0,0,0,2,0,0,1,1,1,0,1,0,0
71,252,0,0,0,0,2,0,1,2,2,1,0,1,0,0
71,254,0,0,0,0,2,0,0,2,1,0,0,1,0,0
72,73,0,0,0,0,0,0,0,0,2,0,0,0,0,0
72,301,0,0,0,0,0,0,0,1,2,1,0,0,0,0
72,367,0,0,1,0,0,0,0,0,1,0,0,0,0,0
73,74,0,0,0,0,0,0,0,1,2,0,0,0,0,0
73,367,0,0,1,0,0,0,0,0,1,0,0,0,0,0
73,373,0,0,1,0,0,0,0,0,1,0,0,0,0,0
74,365,0,0,1,0,0,0,0,1,1,0,0,0,0,0
74,367,0,0,1,0,0,0,0,1,1,0,0,0,0,0
74,371,0,0,1,0,0,0,0,1,1,0,0,0,0,0
74,373,0,0,1,0,0,0,0,1,1,0,0,0,0,0
75,346,0,0,0,0,0,0,1,0,1,0,0,0,0,0
76,97,0,0,0,0,0,0,0,0,1,0,1,0,0,0
76,357,0,0,0,1,0,0,0,0,1,0,0,0,0,0
76,262,0,0,0,1,0,0,0,0,1,0,0,1,0,0
76,265,0,0,0,0,0,0,0,0,1,0,0,1,0,0
76,266,0,0,0,0,0,0,0,1,2,0,0,1,0,0
76,107,0,0,0,0,0,0,1,1,1,0,1,0,0,0
76,300,0,0,0,0,0,0,0,0,2,1,0,0,0,0
76,77,0,0,0,1,0,0,0,0,2,0,0,0,0,0
76,395,0,0,0,0,0,0,0,0,1,0,0,0,1,1
77,356,0,0,0,2,0,0,0,0,1,0,0,0,0,0
77,357,0,0,0,2,0,0,0,0,1,0,0,0,0,0
77,264,0,0,0,2,0,0,0,0,1,0,0,1,0,0
77,266,0,0,0,1,0,0,0,1,2,0,0,1,0,0
77,364,0,0,0,2,0,0,0,0,1,0,0,0,0,0
78,100,0,0,1,2,1,1,1,1,1,1,1,0,0,0
78,101,0,0,2,2,1,1,1,2,2,1,1,0,0,0
78,305,0,0,1,2,1,1,0,2,2,1,0,0,0,0
78,306,0,0,1,2,1,1,1,2,2,1,0,0,0,0
79,355,0,0,1,1,1,0,1,1,1,0,0,0,0,0
80,99,0,0,1,1,2,2,2,1,2,0,1,0,0,0
80,307,0,0,2,2,1,2,2,2,2,1,0,0,0,0
81,99,0,0,1,1,1,2,2,1,2,0,1,0,0,0
81,102,0,0,2,2,1,2,2,2,1,1,1,0,0,0
81,268,0,0,1,1,1,1,2,2,2,0,0,1,0,0
82,132,0,0,1,0,1,1,1,1,0,2,1,1,1,0
82,176,0,0,0,0,1,1,1,1,1,1,1,1,0,0
